source_resource,target_resource,weight,activity_breakdown_out,activity_breakdown_in,dominant_activity_out,dominant_activity_in,avg_time_between_events,median_time_between_events,activity_entropy,activity_entropy_normalized,source_transition_probability,median_time_between_events_log,median_time_between_events_normalized
Value 4,Value 41,33,"{""W_Nabellen offertes"": 15, ""W_Nabellen incomplete dossiers"": 14, ""W_Completeren aanvraag"": 4}","{""W_Nabellen offertes"": 17, ""W_Nabellen incomplete dossiers"": 14, ""W_Completeren aanvraag"": 2}",W_Nabellen offertes,W_Nabellen offertes,4224.041049744061,1132.588537831,1.4108690332089309,0.8901592514441112,0.009469153515064563,7.033143577025951,0.6018694944030049
Value 11,Value 13,33,"{""W_Nabellen offertes"": 17, ""W_Completeren aanvraag"": 14, ""W_Afhandelen leads"": 2}","{""W_Nabellen offertes"": 17, ""W_Completeren aanvraag"": 16}",W_Nabellen offertes,W_Nabellen offertes,4982.811584902393,3411.193922289,1.2628839008717192,0.7967910283663547,0.009174311926605505,8.135110742368424,0.6961716245087926
Value 26,Value 8,33,"{""W_Valideren aanvraag"": 33}","{""W_Valideren aanvraag"": 29, ""W_Nabellen incomplete dossiers"": 4}",W_Valideren aanvraag,W_Valideren aanvraag,811.6327308415757,140.884196564,0.0,0.0,0.009554140127388535,4.955011207731314,0.424030884297624
Value 8,Value 22,32,"{""W_Valideren aanvraag"": 31, ""W_Nabellen offertes"": 1}","{""W_Valideren aanvraag"": 31, ""W_Nabellen offertes"": 1}",W_Valideren aanvraag,W_Valideren aanvraag,477.12364428531254,87.9019276695,0.20062232431271465,0.20062232431271465,0.011498383039885016,4.487533825856202,0.384025960127856
Value 27,Value 5,32,"{""W_Nabellen incomplete dossiers"": 25, ""W_Nabellen offertes"": 5, ""W_Completeren aanvraag"": 2}","{""W_Nabellen incomplete dossiers"": 23, ""W_Nabellen offertes"": 6, ""W_Valideren aanvraag"": 2, ""A_CANCELLED"": 1}",W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,4566.325993767499,2959.8317716439997,0.946686086912346,0.5972924195251339,0.012130401819560273,7.993225511777679,0.6840296298141504
Value 15,Value 46,32,"{""W_Nabellen offertes"": 22, ""W_Nabellen incomplete dossiers"": 6, ""W_Completeren aanvraag"": 4}","{""W_Nabellen offertes"": 26, ""W_Nabellen incomplete dossiers"": 6}",W_Nabellen offertes,W_Nabellen offertes,4836.685203773968,3264.001779401,1.1994602933016414,0.7567751872715527,0.005243322955923316,8.091015586703032,0.6923981299461842
Value 62,Value 22,32,"{""W_Valideren aanvraag"": 29, ""W_Nabellen incomplete dossiers"": 3}","{""W_Valideren aanvraag"": 29, ""W_Nabellen incomplete dossiers"": 3}",W_Valideren aanvraag,W_Valideren aanvraag,127.28341836284375,41.021479322,0.4488644887230294,0.4488644887230294,0.06779661016949153,3.738180899985172,0.3198992063250955
Value 43,Value 41,32,"{""W_Nabellen incomplete dossiers"": 14, ""W_Completeren aanvraag"": 9, ""W_Nabellen offertes"": 5, ""W_Afhandelen leads"": 4}","{""W_Nabellen incomplete dossiers"": 14, ""W_Nabellen offertes"": 10, ""W_Completeren aanvraag"": 7, ""W_Afhandelen leads"": 1}",W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,2678.472435138344,158.67003927849998,1.8299395501179976,0.9149697750589988,0.009080590238365494,5.073109431349575,0.43413727802619806
Value 14,Value 33,32,"{""W_Completeren aanvraag"": 16, ""W_Nabellen incomplete dossiers"": 9, ""W_Nabellen offertes"": 7}","{""W_Completeren aanvraag"": 16, ""W_Nabellen incomplete dossiers"": 9, ""W_Nabellen offertes"": 7}",W_Completeren aanvraag,W_Completeren aanvraag,6328.167496865469,2632.6517164730003,1.4943497041442486,0.9428296905853112,0.006296733569460842,7.876126647468331,0.6740087574282584
Value 16,Value 22,32,"{""W_Valideren aanvraag"": 32}","{""W_Valideren aanvraag"": 32}",W_Valideren aanvraag,W_Valideren aanvraag,967.2176168755936,330.9512140095,0.0,0.0,0.008255933952528379,5.804988012364385,0.49676864431291345
Value 39,Value 8,32,"{""W_Nabellen offertes"": 26, ""W_Nabellen incomplete dossiers"": 6}","{""W_Valideren aanvraag"": 32}",W_Nabellen offertes,W_Valideren aanvraag,6288.08430574128,3800.2211410785,0.6962122601251458,0.6962122601251458,0.03285420944558522,8.243077647007082,0.7054110187562516
Value 1,Value 19,32,"{""W_Completeren aanvraag"": 32}","{""W_Completeren aanvraag"": 32}",W_Completeren aanvraag,W_Completeren aanvraag,691.9248157929375,40.001857387,0.0,0.0,0.0012844183992935698,3.7136173678001487,0.3177971533049859
Value 43,Value 12,31,"{""W_Completeren aanvraag"": 20, ""W_Nabellen offertes"": 6, ""W_Afhandelen leads"": 3, ""W_Nabellen incomplete dossiers"": 2}","{""W_Completeren aanvraag"": 17, ""W_Nabellen offertes"": 12, ""W_Nabellen incomplete dossiers"": 2}",W_Completeren aanvraag,W_Completeren aanvraag,4441.940269599065,318.417996396,1.447640684443725,0.7238203422218625,0.008796821793416572,5.766500578576846,0.493475037114243
Value 24,Value 14,31,"{""W_Nabellen offertes"": 18, ""W_Completeren aanvraag"": 12, ""W_Nabellen incomplete dossiers"": 1}","{""W_Nabellen offertes"": 21, ""W_Completeren aanvraag"": 9, ""W_Nabellen incomplete dossiers"": 1}",W_Nabellen offertes,W_Nabellen offertes,5903.578769582549,2314.80974753,1.1452221157218592,0.7225547072569758,0.011764705882352941,7.747514688310863,0.6630026384738352
Value 11,Value 15,31,"{""W_Nabellen offertes"": 16, ""W_Completeren aanvraag"": 11, ""W_Nabellen incomplete dossiers"": 3, ""W_Afhandelen leads"": 1}","{""W_Nabellen offertes"": 18, ""W_Completeren aanvraag"": 10, ""W_Nabellen incomplete dossiers"": 3}",W_Nabellen offertes,W_Nabellen offertes,5264.648382562742,1798.270559735,1.5087564617683675,0.7543782308841838,0.008618293021962747,7.49513661715881,0.6414050896083642
Value 4,Value 13,31,"{""W_Nabellen offertes"": 18, ""W_Completeren aanvraag"": 9, ""W_Afhandelen leads"": 3, ""W_Nabellen incomplete dossiers"": 1}","{""W_Nabellen offertes"": 21, ""W_Completeren aanvraag"": 8, ""W_Nabellen incomplete dossiers"": 1, ""W_Afhandelen leads"": 1}",W_Nabellen offertes,W_Nabellen offertes,6469.377092623128,4250.556901281,1.4592652606737815,0.7296326303368907,0.008895265423242468,8.355040524549292,0.7149923730625048
Value 11,Value 10,31,"{""W_Nabellen offertes"": 14, ""W_Completeren aanvraag"": 14, ""W_Afhandelen leads"": 2, ""W_Nabellen incomplete dossiers"": 1}","{""W_Nabellen offertes"": 15, ""W_Completeren aanvraag"": 15, ""W_Nabellen incomplete dossiers"": 1}",W_Nabellen offertes,W_Nabellen offertes,7903.712666898677,2938.787055319,1.4507789614316198,0.7253894807158099,0.008618293021962747,7.986092427545931,0.6834192077812319
Value 2,Value 39,31,"{""W_Nabellen offertes"": 25, ""W_Completeren aanvraag"": 3, ""W_Nabellen incomplete dossiers"": 3}","{""W_Nabellen offertes"": 27, ""W_Nabellen incomplete dossiers"": 3, ""W_Completeren aanvraag"": 1}",W_Nabellen offertes,W_Nabellen offertes,14824.875697975582,9649.78659377,0.9023840604289702,0.5693409528732614,0.002017703722988805,9.174794703318856,0.7851437964917735
Value 23,Value 41,31,"{""W_Nabellen offertes"": 16, ""W_Nabellen incomplete dossiers"": 14, ""W_Completeren aanvraag"": 1}","{""W_Nabellen offertes"": 16, ""W_Nabellen incomplete dossiers"": 14, ""W_Completeren aanvraag"": 1}",W_Nabellen offertes,W_Nabellen offertes,5471.941969818258,2153.719485081,1.1702295713931186,0.7383326551010926,0.023378582202111614,7.675415824729122,0.6568326938259367
Value 20,Value 46,31,"{""W_Nabellen offertes"": 28, ""W_Nabellen incomplete dossiers"": 3}","{""W_Nabellen offertes"": 28, ""W_Nabellen incomplete dossiers"": 3}",W_Nabellen offertes,W_Nabellen offertes,3302.3986773063225,2404.530275855,0.4586858162005403,0.4586858162005403,0.006758229779812513,7.78552564715675,0.6662554707716256
Value 14,Value 43,30,"{""W_Completeren aanvraag"": 26, ""W_Nabellen incomplete dossiers"": 3, ""W_Nabellen offertes"": 1}","{""W_Completeren aanvraag"": 26, ""W_Nabellen incomplete dossiers"": 3, ""W_Nabellen offertes"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,857.4846879575001,770.104779588,0.6746799231474564,0.42567563765103456,0.0059031877213695395,6.647824265221987,0.5688953432514892
Value 18,Value 5,30,"{""W_Nabellen offertes"": 20, ""W_Nabellen incomplete dossiers"": 8, ""W_Completeren aanvraag"": 2}","{""W_Nabellen offertes"": 21, ""W_Nabellen incomplete dossiers"": 8, ""W_Completeren aanvraag"": 1}",W_Nabellen offertes,W_Nabellen offertes,15038.6041161011,8601.958943986501,1.158938532350277,0.7312088026202269,0.009363295880149813,9.059861486319654,0.7753082519094927
Value 41,Value 13,30,"{""W_Nabellen offertes"": 19, ""W_Completeren aanvraag"": 9, ""W_Nabellen incomplete dossiers"": 1, ""W_Afhandelen leads"": 1}","{""W_Nabellen offertes"": 21, ""W_Completeren aanvraag"": 7, ""W_Nabellen incomplete dossiers"": 1, ""W_Afhandelen leads"": 1}",W_Nabellen offertes,W_Nabellen offertes,7737.741906324968,6233.2296864115,1.2655590033282207,0.6327795016641103,0.008522727272727272,8.73781030379541,0.7477483449809722
Value 15,Value 4,30,"{""W_Nabellen offertes"": 17, ""W_Completeren aanvraag"": 6, ""W_Nabellen incomplete dossiers"": 5, ""W_Afhandelen leads"": 2}","{""W_Nabellen offertes"": 17, ""W_Completeren aanvraag"": 7, ""W_Nabellen incomplete dossiers"": 5, ""W_Afhandelen leads"": 1}",W_Nabellen offertes,W_Nabellen offertes,5506.975818690066,6416.180056334,1.620014469607868,0.810007234803934,0.004915615271178109,8.766734056626614,0.7502235289868298
Value 4,Value 11,30,"{""W_Nabellen offertes"": 14, ""W_Completeren aanvraag"": 8, ""W_Nabellen incomplete dossiers"": 4, ""W_Afhandelen leads"": 4}","{""W_Nabellen offertes"": 15, ""W_Completeren aanvraag"": 10, ""W_Nabellen incomplete dossiers"": 4, ""W_Afhandelen leads"": 1}",W_Nabellen offertes,W_Nabellen offertes,3470.1175008064333,2373.8220190845,1.7967916319816366,0.8983958159908183,0.00860832137733142,7.772677774327807,0.6651559990149322
Value 15,Value 27,30,"{""W_Completeren aanvraag"": 21, ""W_Nabellen incomplete dossiers"": 5, ""W_Nabellen offertes"": 3, ""W_Afhandelen leads"": 1}","{""W_Completeren aanvraag"": 20, ""W_Nabellen offertes"": 5, ""W_Nabellen incomplete dossiers"": 5}",W_Completeren aanvraag,W_Completeren aanvraag,2868.945088779867,754.4443987760001,1.2867841337767103,0.6433920668883552,0.004915615271178109,6.627306183737819,0.5671394844105954
Value 22,Value 33,30,"{""W_Valideren aanvraag"": 28, ""W_Nabellen incomplete dossiers"": 1, ""W_Completeren aanvraag"": 1}","{""W_Nabellen incomplete dossiers"": 23, ""W_Valideren aanvraag"": 6, ""W_Completeren aanvraag"": 1}",W_Valideren aanvraag,W_Nabellen incomplete dossiers,614.3972847903333,79.5640756965,0.420026001688088,0.26500690173867,0.006858710562414266,4.389052839192389,0.37559833441504176
Value 40,Value 1,30,"{""W_Nabellen offertes"": 26, ""W_Completeren aanvraag"": 4}","{""A_CANCELLED"": 16, ""O_CANCELLED"": 14}",W_Nabellen offertes,A_CANCELLED,250.2784951344999,5.6903e-05,0.5665095065529053,0.5665095065529053,0.014970059880239521,5.690138108570926e-05,4.8694022935573825e-06
Value 4,Value 15,30,"{""W_Nabellen offertes"": 14, ""W_Afhandelen leads"": 11, ""W_Completeren aanvraag"": 4, ""W_Nabellen incomplete dossiers"": 1}","{""W_Nabellen offertes"": 14, ""W_Completeren aanvraag"": 14, ""W_Nabellen incomplete dossiers"": 1, ""W_Afhandelen leads"": 1}",W_Nabellen offertes,W_Nabellen offertes,3553.7036959601664,2145.4855775095,1.5950000384812941,0.7975000192406471,0.00860832137733142,7.6715871685689,0.656505052093309
Value 14,Value 23,29,"{""W_Completeren aanvraag"": 15, ""W_Nabellen offertes"": 13, ""W_Nabellen incomplete dossiers"": 1}","{""W_Completeren aanvraag"": 15, ""W_Nabellen offertes"": 13, ""W_Nabellen incomplete dossiers"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,7189.075786449312,2388.27065627,1.1783577099564695,0.7434609395618622,0.005706414797323888,7.778743433612736,0.6656750749085293
Value 62,Value 26,29,"{""W_Valideren aanvraag"": 29}","{""W_Valideren aanvraag"": 29}",W_Valideren aanvraag,W_Valideren aanvraag,72.80853868158621,24.757677389,0.0,0.0,0.0614406779661017,3.248732733700686,0.2780141065611163
Value 1,Value 23,29,"{""W_Completeren aanvraag"": 19, ""W_Afhandelen leads"": 8, ""O_CANCELLED"": 1, ""A_REGISTERED"": 1}","{""W_Completeren aanvraag"": 19, ""W_Afhandelen leads"": 8, ""W_Nabellen offertes"": 1, ""W_Nabellen incomplete dossiers"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,281.06677538693106,73.751258938,1.2472698656300507,0.6236349328150254,0.0011640041743597976,4.314166054108904,0.36918981012116936
Value 31,Value 4,29,"{""W_Nabellen offertes"": 14, ""W_Completeren aanvraag"": 11, ""W_Nabellen incomplete dossiers"": 3, ""W_Afhandelen leads"": 1}","{""W_Nabellen offertes"": 16, ""W_Completeren aanvraag"": 10, ""W_Nabellen incomplete dossiers"": 3}",W_Nabellen offertes,W_Nabellen offertes,3009.541192447931,1197.757401057,1.543787746300669,0.7718938731503345,0.012537829658452227,7.089040800157317,0.6066529647041804
Value 14,Value 34,29,"{""W_Completeren aanvraag"": 22, ""W_Nabellen offertes"": 6, ""W_Nabellen incomplete dossiers"": 1}","{""W_Completeren aanvraag"": 22, ""W_Nabellen offertes"": 6, ""W_Nabellen incomplete dossiers"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,1972.753343236552,547.309821672,0.9401440773914521,0.5931648710702542,0.005706414797323888,6.306840495202331,0.5397152579860972
Value 12,Value 13,29,"{""W_Nabellen offertes"": 17, ""W_Completeren aanvraag"": 11, ""W_Afhandelen leads"": 1}","{""W_Nabellen offertes"": 17, ""W_Completeren aanvraag"": 12}",W_Nabellen offertes,W_Nabellen offertes,4808.577714524794,1457.140792211,1.1496838880149503,0.7253697721503477,0.006711409395973154,7.284917473208944,0.6234153402882684
Value 27,Value 20,29,"{""W_Completeren aanvraag"": 20, ""W_Nabellen offertes"": 6, ""W_Nabellen incomplete dossiers"": 3}","{""W_Completeren aanvraag"": 19, ""W_Nabellen offertes"": 7, ""W_Nabellen incomplete dossiers"": 3}",W_Completeren aanvraag,W_Completeren aanvraag,3644.8109244213447,390.000604283,1.1785594639469634,0.7435882321573667,0.010993176648976498,5.96870910546499,0.5107792685022801
Value 14,Value 10,29,"{""W_Completeren aanvraag"": 16, ""W_Nabellen offertes"": 13}","{""W_Completeren aanvraag"": 15, ""W_Nabellen offertes"": 14}",W_Completeren aanvraag,W_Completeren aanvraag,8600.973195416276,2232.971116013,0.9922666387194963,0.9922666387194963,0.005706414797323888,7.711536050276538,0.6599237244084715
Value 20,Value 18,29,"{""W_Nabellen offertes"": 19, ""W_Completeren aanvraag"": 10}","{""W_Nabellen offertes"": 19, ""W_Completeren aanvraag"": 10}",W_Nabellen offertes,W_Nabellen offertes,3687.8276040518626,1302.638838797,0.9293636260137187,0.9293636260137187,0.00632221495530848,7.172914740012225,0.6138305752877267
Value 33,Value 10,29,"{""W_Completeren aanvraag"": 23, ""W_Afhandelen leads"": 3, ""W_Nabellen offertes"": 2, ""W_Nabellen incomplete dossiers"": 1}","{""W_Completeren aanvraag"": 21, ""W_Nabellen offertes"": 7, ""W_Nabellen incomplete dossiers"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,8384.085593458069,497.043225296,1.0374012540422355,0.5187006270211177,0.006521250281088374,6.210686871041076,0.531486799043784
Value 58,Value 2,29,"{""W_Nabellen offertes"": 15, ""W_Completeren aanvraag"": 14}","{""W_Nabellen offertes"": 16, ""W_Completeren aanvraag"": 13}",W_Nabellen offertes,W_Nabellen offertes,2574.575346892414,818.908716606,0.9991421039919088,0.9991421039919088,0.025732031943212066,6.709193012849438,0.574147045666229
Value 5,Value 62,29,"{""W_Nabellen offertes"": 24, ""W_Nabellen incomplete dossiers"": 4, ""W_Valideren aanvraag"": 1}","{""W_Valideren aanvraag"": 29}",W_Nabellen offertes,W_Valideren aanvraag,2504.9073178535855,2446.989039092,0.7876672014273048,0.496962673292849,0.007859078590785908,7.803022166127095,0.6677527558634433
Value 43,Value 18,29,"{""W_Completeren aanvraag"": 16, ""W_Nabellen incomplete dossiers"": 7, ""W_Afhandelen leads"": 6}","{""W_Completeren aanvraag"": 19, ""W_Nabellen incomplete dossiers"": 7, ""W_Afhandelen leads"": 2, ""W_Nabellen offertes"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,563.3122181003794,165.871185195,1.4386272206886008,0.9076727178302497,0.008229284903518728,5.117222168638532,0.4379122771568235
Value 14,Value 31,29,"{""W_Nabellen offertes"": 20, ""W_Nabellen incomplete dossiers"": 8, ""W_Completeren aanvraag"": 1}","{""W_Nabellen offertes"": 20, ""W_Nabellen incomplete dossiers"": 8, ""W_Completeren aanvraag"": 1}",W_Nabellen offertes,W_Nabellen offertes,15676.0219020299,1330.517555093,1.04975472279146,0.6623214885612896,0.005706414797323888,7.19407458961544,0.6156413541866433
Value 40,Value 20,29,"{""W_Nabellen offertes"": 22, ""W_Completeren aanvraag"": 4, ""W_Nabellen incomplete dossiers"": 3}","{""W_Nabellen offertes"": 22, ""W_Completeren aanvraag"": 4, ""W_Nabellen incomplete dossiers"": 3}",W_Nabellen offertes,W_Nabellen offertes,4991.160845249103,2702.540728288,1.0351401981557098,0.6531007501342917,0.014471057884231538,7.902317573730961,0.6762500766015408
Value 14,Value 44,29,"{""W_Nabellen offertes"": 11, ""W_Nabellen incomplete dossiers"": 7, ""W_Completeren aanvraag"": 6, ""W_Afhandelen leads"": 5}","{""W_Completeren aanvraag"": 11, ""W_Nabellen offertes"": 11, ""W_Nabellen incomplete dossiers"": 7}",W_Nabellen offertes,W_Completeren aanvraag,2796.472305852586,902.545756606,1.9329931420869773,0.9664965710434886,0.005706414797323888,6.806326752475445,0.5824593791367337
Value 24,Value 5,28,"{""W_Nabellen offertes"": 16, ""W_Nabellen incomplete dossiers"": 9, ""W_Completeren aanvraag"": 3}","{""W_Nabellen offertes"": 19, ""W_Nabellen incomplete dossiers"": 9}",W_Nabellen offertes,W_Nabellen offertes,8590.630347848642,4862.894908390001,1.3329187608024513,0.8409781052838631,0.01062618595825427,8.489594817407244,0.7265070141792749
Value 24,Value 34,28,"{""W_Completeren aanvraag"": 19, ""W_Nabellen offertes"": 5, ""W_Afhandelen leads"": 3, ""W_Nabellen incomplete dossiers"": 1}","{""W_Completeren aanvraag"": 22, ""W_Nabellen offertes"": 5, ""W_Nabellen incomplete dossiers"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,2318.170541369607,1582.3836345685,1.3403852530565896,0.6701926265282948,0.01062618595825427,7.367319377057105,0.6304669796674135
Value 33,Value 4,28,"{""W_Nabellen incomplete dossiers"": 10, ""W_Nabellen offertes"": 9, ""W_Completeren aanvraag"": 9}","{""W_Nabellen offertes"": 12, ""W_Nabellen incomplete dossiers"": 10, ""W_Completeren aanvraag"": 6}",W_Nabellen incomplete dossiers,W_Nabellen offertes,3595.4684898748214,1747.070097775,1.583143101527774,0.9988520869152713,0.006296379581740499,7.466267657113374,0.6389345945592876
Value 40,Value 46,28,"{""W_Nabellen offertes"": 26, ""W_Completeren aanvraag"": 2}","{""W_Nabellen offertes"": 28}",W_Nabellen offertes,W_Nabellen offertes,4635.697376883072,2749.36878463,0.37123232664087563,0.37123232664087563,0.013972055888223553,7.919490285171364,0.6777196514849437
Value 33,Value 11,28,"{""W_Completeren aanvraag"": 13, ""W_Nabellen incomplete dossiers"": 8, ""W_Afhandelen leads"": 6, ""W_Nabellen offertes"": 1}","{""W_Completeren aanvraag"": 16, ""W_Nabellen incomplete dossiers"": 8, ""W_Nabellen offertes"": 4}",W_Completeren aanvraag,W_Completeren aanvraag,4207.94474198525,389.970753463,1.6782302313375637,0.8391151156687818,0.006296379581740499,5.968632757860391,0.5107727349666462
Value 43,Value 5,28,"{""W_Nabellen incomplete dossiers"": 16, ""W_Nabellen offertes"": 7, ""W_Completeren aanvraag"": 5}","{""W_Nabellen incomplete dossiers"": 16, ""W_Nabellen offertes"": 12}",W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,3473.8198914352142,1542.6049735665001,1.4051718888847455,0.886564753579592,0.007945516458569807,7.341875851714829,0.6282896202027769
Value 18,Value 46,28,"{""W_Nabellen offertes"": 23, ""W_Nabellen incomplete dossiers"": 4, ""W_Completeren aanvraag"": 1}","{""W_Nabellen offertes"": 24, ""W_Nabellen incomplete dossiers"": 4}",W_Nabellen offertes,W_Nabellen offertes,5722.924503441822,3092.381916859,0.8058576010107721,0.5084395376194123,0.008739076154806492,8.037020242869943,0.6877774151922449
Value 14,Value 27,27,"{""W_Completeren aanvraag"": 16, ""W_Nabellen offertes"": 9, ""W_Nabellen incomplete dossiers"": 2}","{""W_Completeren aanvraag"": 16, ""W_Nabellen offertes"": 9, ""W_Nabellen incomplete dossiers"": 2}",W_Completeren aanvraag,W_Completeren aanvraag,7921.570743567705,2402.438161216,1.2538013905715868,0.7910606023808819,0.005312868949232586,7.78465555836396,0.6661810119046814
Value 43,Value 34,27,"{""W_Afhandelen leads"": 14, ""W_Completeren aanvraag"": 9, ""W_Nabellen incomplete dossiers"": 4}","{""W_Completeren aanvraag"": 22, ""W_Nabellen incomplete dossiers"": 4, ""W_Nabellen offertes"": 1}",W_Afhandelen leads,W_Completeren aanvraag,236.33147763614815,63.478333299,1.4277655050602363,0.9008197382654823,0.007661748013620885,4.166329249523728,0.3565385025152095
Value 4,Value 46,27,"{""W_Nabellen offertes"": 18, ""W_Nabellen incomplete dossiers"": 9}","{""W_Nabellen offertes"": 18, ""W_Nabellen incomplete dossiers"": 9}",W_Nabellen offertes,W_Nabellen offertes,3784.652571119371,2748.25249469,0.9182958340544896,0.9182958340544896,0.0077474892395982785,7.919084333598107,0.6776849117038668
Value 43,Value 33,27,"{""W_Completeren aanvraag"": 13, ""W_Afhandelen leads"": 8, ""W_Nabellen incomplete dossiers"": 5, ""W_Nabellen offertes"": 1}","{""W_Completeren aanvraag"": 20, ""W_Nabellen incomplete dossiers"": 5, ""W_Nabellen offertes"": 2}",W_Completeren aanvraag,W_Completeren aanvraag,1137.786453687778,101.574359943,1.6543187314126904,0.8271593657063452,0.007661748013620885,4.63058799841602,0.39626798839983196
Value 12,Value 28,27,"{""W_Completeren aanvraag"": 12, ""W_Nabellen offertes"": 11, ""W_Nabellen incomplete dossiers"": 2, ""W_Afhandelen leads"": 2}","{""W_Completeren aanvraag"": 14, ""W_Nabellen offertes"": 11, ""W_Nabellen incomplete dossiers"": 2}",W_Completeren aanvraag,W_Completeren aanvraag,3035.000192454925,966.909649167,1.6040246201759079,0.8020123100879539,0.006248553575561213,6.8751387452829515,0.5883480459706092
Value 32,Value 11,27,"{""W_Nabellen offertes"": 18, ""W_Completeren aanvraag"": 7, ""W_Afhandelen leads"": 2}","{""W_Nabellen offertes"": 18, ""W_Completeren aanvraag"": 9}",W_Nabellen offertes,W_Nabellen offertes,3625.2066053641847,2723.055731982,1.173030669557363,0.7400999512755887,0.01605231866825208,7.9098771266717085,0.6768969941934441
Value 32,Value 41,27,"{""W_Nabellen offertes"": 19, ""W_Completeren aanvraag"": 7, ""W_Afhandelen leads"": 1}","{""W_Nabellen offertes"": 19, ""W_Completeren aanvraag"": 8}",W_Nabellen offertes,W_Nabellen offertes,5233.583470819889,6494.611342266,1.0377724203178629,0.6547614974144043,0.01605231866825208,8.778882049735415,0.7512631077172126
Value 18,Value 21,27,"{""W_Nabellen offertes"": 17, ""W_Nabellen incomplete dossiers"": 8, ""W_Completeren aanvraag"": 2}","{""W_Nabellen offertes"": 19, ""W_Nabellen incomplete dossiers"": 8}",W_Nabellen offertes,W_Nabellen offertes,7199.807833219482,3123.991334001,1.2183368243391808,0.7686849523473515,0.008426966292134831,8.047186789046977,0.688647429282016
Value 4,Value 32,27,"{""W_Nabellen offertes"": 12, ""W_Completeren aanvraag"": 12, ""W_Nabellen incomplete dossiers"": 3}","{""W_Nabellen offertes"": 12, ""W_Completeren aanvraag"": 12, ""W_Nabellen incomplete dossiers"": 3}",W_Nabellen offertes,W_Nabellen offertes,3842.7433766572594,2871.074153417,1.3921472236645345,0.8783471047618534,0.0077474892395982785,7.962789749269688,0.6814250538102861
Value 8,Value 16,27,"{""W_Valideren aanvraag"": 22, ""W_Nabellen incomplete dossiers"": 4, ""W_Beoordelen fraude"": 1}","{""W_Valideren aanvraag"": 23, ""W_Nabellen incomplete dossiers"": 4}",W_Valideren aanvraag,W_Valideren aanvraag,1144.4809120518887,171.595920433,0.824980257347893,0.5205045904698238,0.009701760689902982,5.150953142408232,0.44079884472168973
Value 27,Value 11,27,"{""W_Nabellen incomplete dossiers"": 14, ""W_Nabellen offertes"": 10, ""W_Completeren aanvraag"": 3}","{""W_Nabellen incomplete dossiers"": 14, ""W_Nabellen offertes"": 10, ""W_Completeren aanvraag"": 3}",W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,2020.6622631503706,204.729778117,1.374252785132226,0.8670569710683644,0.01023502653525398,5.326563550970028,0.4558269109989443
Value 43,Value 14,27,"{""W_Completeren aanvraag"": 16, ""W_Nabellen offertes"": 6, ""W_Afhandelen leads"": 4, ""W_Nabellen incomplete dossiers"": 1}","{""W_Completeren aanvraag"": 15, ""W_Nabellen offertes"": 8, ""W_Afhandelen leads"": 3, ""W_Nabellen incomplete dossiers"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,2009.1983833596298,367.367141448,1.5137847242254339,0.7568923621127169,0.007661748013620885,5.909080107808251,0.5056764472277859
Value 16,Value 8,27,"{""W_Valideren aanvraag"": 20, ""W_Nabellen incomplete dossiers"": 7}","{""W_Valideren aanvraag"": 17, ""W_Nabellen incomplete dossiers"": 9, ""W_Beoordelen fraude"": 1}",W_Valideren aanvraag,W_Valideren aanvraag,1774.2850237354073,572.146909499,0.8256265261578954,0.8256265261578954,0.00696594427244582,6.351142070413531,0.543506417142967
Value 15,Value 13,27,"{""W_Nabellen offertes"": 18, ""W_Completeren aanvraag"": 9}","{""W_Nabellen offertes"": 21, ""W_Completeren aanvraag"": 6}",W_Nabellen offertes,W_Nabellen offertes,6763.487893071555,4592.1784532,0.9182958340544896,0.9182958340544896,0.0044240537440602985,8.432327536869522,0.7216062996117999
Value 28,Value 12,27,"{""W_Completeren aanvraag"": 15, ""W_Nabellen offertes"": 10, ""W_Nabellen incomplete dossiers"": 2}","{""W_Nabellen offertes"": 13, ""W_Completeren aanvraag"": 12, ""W_Nabellen incomplete dossiers"": 2}",W_Completeren aanvraag,W_Nabellen offertes,3166.3981037927033,663.506239856,1.2799749139041574,0.8075742570071975,0.011278195488721804,6.499044268411694,0.5561633208667908
Value 8,Value 33,26,"{""W_Valideren aanvraag"": 15, ""W_Nabellen incomplete dossiers"": 11}","{""W_Nabellen incomplete dossiers"": 24, ""W_Valideren aanvraag"": 2}",W_Valideren aanvraag,W_Nabellen incomplete dossiers,1437.9853729256154,116.609440311,0.9828586897127056,0.9828586897127056,0.009342436219906576,4.767369306996082,0.4079732089939031
